"","...1","ENTREZID","ENSEMBL","SYMBOL","logFC","logCPM","F","PValue","FDR","direction"
"ENSG00000144820","ADGRG7",84873,"ENSG00000144820","ADGRG7",-7.91290241140919,1.77229453526442,34.7689452079068,8.45517287222542e-07,0.0109401888763752,"down"
"ENSG00000198744","MTCO3P12",107075270,"ENSG00000198744","MTCO3P12",-4.63826937438889,-0.907635198670353,32.8247352215026,1.4271052538971e-06,0.0109401888763752,"down"
"ENSG00000154529","CNTNAP3B",728577,"ENSG00000154529","CNTNAP3B",-4.66432006550826,-1.76909094256767,27.0971685400717,7.32988777959261e-06,0.0291640168218632,"down"
"ENSG00000201772","SNORA5C",677796,"ENSG00000201772","SNORA5C",0.835753040456908,2.52552808924406,26.9724802312015,7.60866601144358e-06,0.0291640168218632,"up"
"ENSG00000118520","ARG1",383,"ENSG00000118520","ARG1",-1.98527795530329,3.83466067495255,22.1218724183543,3.46558901179883e-05,0.106268821457799,"down"
"ENSG00000128052","KDR",3791,"ENSG00000128052","KDR",-3.9744545872548,-0.596011292701012,20.9433216733263,5.11252885546618e-05,0.122176767750838,"down"
"ENSG00000125844","RRBP1",6238,"ENSG00000125844","RRBP1",-0.47993905636443,6.23668800922104,20.0988944685461,6.79142658472739e-05,0.122176767750838,"down"
"ENSG00000134318","ROCK2",9475,"ENSG00000134318","ROCK2",-0.313210117505951,6.53388374296817,19.3181592228529,8.86733566484942e-05,0.122176767750838,"down"
"ENSG00000206838","SNORA5A",654319,"ENSG00000206838","SNORA5A",0.652360109732639,3.02701542801625,18.8835189887264,0.000103051467842922,0.122176767750838,"up"
"ENSG00000130254","SAFB2",9667,"ENSG00000130254","SAFB2",-0.244114633106624,6.35964478047588,18.809142916727,0.000105749536066372,0.122176767750838,"down"
"ENSG00000198242","RPL23A",6147,"ENSG00000198242","RPL23A",0.541796704846388,6.72320859686749,18.7478206309202,0.000108030245537259,0.122176767750838,"up"
"ENSG00000136270","TBRG4",9238,"ENSG00000136270","TBRG4",0.418488230772277,5.87142273001158,18.7373892775822,0.00010842335993395,0.122176767750838,"up"
"ENSG00000269900","RMRP",6023,"ENSG00000269900","RMRP",0.573229674388051,13.2717008941281,18.7100091108365,0.000109462419513228,0.122176767750838,"up"
"ENSG00000243964","RPL23AP65",440027,"ENSG00000243964","RPL23AP65",0.543697860711125,4.53957704229228,18.2295455049238,0.000129516460934909,0.122176767750838,"up"
"ENSG00000101842","VSIG1",340547,"ENSG00000101842","VSIG1",0.521364283067056,3.75706319182137,18.0613237069588,0.00013742755095966,0.122176767750838,"up"
"ENSG00000122420","PTGFR",5737,"ENSG00000122420","PTGFR",-2.40450875848113,-1.23776280655152,18.0469205771288,0.000138128257053477,0.122176767750838,"down"
"ENSG00000242071","RPL7AP6",326310,"ENSG00000242071","RPL7AP6",0.530494488412673,5.6484650601499,17.7942495188285,0.000151055296742399,0.122176767750838,"up"
"ENSG00000168071","CCDC88B",283234,"ENSG00000168071","CCDC88B",-0.596885738864619,7.65448305640589,17.5994256471833,0.000161894636829094,0.122176767750838,"down"
"ENSG00000186834","HEXIM1",10614,"ENSG00000186834","HEXIM1",-0.276432315651061,5.78503101715291,17.5465272329636,0.000164977680776586,0.122176767750838,"down"
"ENSG00000213312","RPL7AP34",441154,"ENSG00000213312","RPL7AP34",0.613154773622424,2.00714453496296,17.4534859293001,0.000170552056176807,0.122176767750838,"up"
"ENSG00000151353","TMEM18",129787,"ENSG00000151353","TMEM18",0.396820773759225,4.38197938179203,17.309434317378,0.00017957926463615,0.122176767750838,"up"
"ENSG00000160633","SAFB",6294,"ENSG00000160633","SAFB",-0.291215444398884,6.95520680224228,17.2379456645759,0.000184245675553569,0.122176767750838,"down"
"ENSG00000173230","GOLGB1",2804,"ENSG00000173230","GOLGB1",-0.436901257599444,7.97886488689058,17.2043162839123,0.000186485050581246,0.122176767750838,"down"
"ENSG00000134755","DSC2",1824,"ENSG00000134755","DSC2",-1.02446054618201,5.80580952887992,16.7239211313249,0.000221819640831373,0.122176767750838,"down"
"ENSG00000173442","EHBP1L1",254102,"ENSG00000173442","EHBP1L1",-0.470128940691242,7.72382550509807,16.4862600488079,0.000241860395124948,0.122176767750838,"down"
"ENSG00000143486","EIF2D",1939,"ENSG00000143486","EIF2D",0.38698376570946,5.65367568364831,16.39921413467,0.000249672696762251,0.122176767750838,"up"
"ENSG00000141577","CEP131",22994,"ENSG00000141577","CEP131",-0.401771770096268,3.02824232579029,16.1452104226708,0.000274035223452902,0.122176767750838,"down"
"ENSG00000105372","RPS19",6223,"ENSG00000105372","RPS19",0.534421778102514,8.63483830796801,16.1249122691306,0.000276087829280067,0.122176767750838,"up"
"ENSG00000213363","RPS3P6",645000,"ENSG00000213363","RPS3P6",0.506875997557219,4.5177359822974,15.9635426972557,0.000292996793189234,0.122176767750838,"up"
"ENSG00000107833","NPM3",10360,"ENSG00000107833","NPM3",0.578940867110253,2.73491363541117,15.9221571689956,0.000297507720582576,0.122176767750838,"up"
"ENSG00000178996","SNX18",112574,"ENSG00000178996","SNX18",-0.504314738847515,8.0597873066324,15.9092019626981,0.000298934877142294,0.122176767750838,"down"
"ENSG00000154845","PPP4R1",9989,"ENSG00000154845","PPP4R1",-0.695252042136992,8.08003170056683,15.7381780413553,0.00031846987910264,0.122176767750838,"down"
"ENSG00000178802","MPI",4351,"ENSG00000178802","MPI",0.411617506380894,4.87029608811327,15.6098150464056,0.000334018266051357,0.122176767750838,"up"
"ENSG00000120942","UBIAD1",29914,"ENSG00000120942","UBIAD1",0.369019999836964,4.98873503500325,15.5245856877586,0.000344784687686211,0.122176767750838,"up"
"ENSG00000270225","MTCO2P22",100289404,"ENSG00000270225","MTCO2P22",-2.65156689369663,-2.23914470704607,15.4625518794223,0.000352851804670952,0.122176767750838,"down"
"ENSG00000211801","TRAV21",28662,"ENSG00000211801","TRAV21",0.613422478338501,2.03742285672129,15.4515428225019,0.00035430423468997,0.122176767750838,"up"
"ENSG00000211806","TRAV25",28658,"ENSG00000211806","TRAV25",0.599781843198273,0.973010371897364,15.4047416890711,0.000360549787081428,0.122176767750838,"up"
"ENSG00000256812","CAPNS2",84290,"ENSG00000256812","CAPNS2",-0.711029563514104,2.58782952194718,15.3829808116582,0.00036349336984223,0.122176767750838,"down"
"ENSG00000047410","TPR",7175,"ENSG00000047410","TPR",-0.353699486093673,8.92062889227694,15.272800852286,0.000378793184721717,0.122176767750838,"down"
"ENSG00000241351","IGKV3-11",28914,"ENSG00000241351","IGKV3-11",0.978849101738113,2.19930877179702,15.136653801517,0.000398647024166513,0.122176767750838,"up"
"ENSG00000213493","ACTN4P1",344978,"ENSG00000213493","ACTN4P1",-0.671976437397316,3.30742705514871,15.0994776826265,0.000404257822940482,0.122176767750838,"down"
"ENSG00000214612","RPS19P1",85486,"ENSG00000214612","RPS19P1",0.482749082131629,6.49181510768574,15.0909927569902,0.000405550098356019,0.122176767750838,"up"
"ENSG00000106733","NMRK1",54981,"ENSG00000106733","NMRK1",0.480062940526564,4.86834217248492,15.0791822373152,0.000407356160899904,0.122176767750838,"up"
"ENSG00000012223","LTF",4057,"ENSG00000012223","LTF",-1.97533411313836,4.5443953798265,15.0055508168622,0.000418809770936683,0.122176767750838,"down"
"ENSG00000147853","AK3",50808,"ENSG00000147853","AK3",0.328450796079278,5.07258109188258,14.8720946524253,0.000440447920448933,0.122176767750838,"up"
"ENSG00000100138","SNU13",4809,"ENSG00000100138","SNU13",0.340918481642742,5.97328544457186,14.7810568236075,0.00045588614180792,0.122176767750838,"up"
"ENSG00000167110","GOLGA2",2801,"ENSG00000167110","GOLGA2",-0.446504256846861,5.62332745547069,14.7536267846602,0.000460649372359199,0.122176767750838,"down"
"ENSG00000064270","ATP2C2",9914,"ENSG00000064270","ATP2C2",-1.93664589129286,0.554907388053702,14.7249597831976,0.000465683808025677,0.122176767750838,"down"
"ENSG00000169964","TMEM42",131616,"ENSG00000169964","TMEM42",0.464860605017422,4.12703484265089,14.6999676004036,0.0004701204623429,0.122176767750838,"up"
"ENSG00000116771","AGMAT",79814,"ENSG00000116771","AGMAT",0.556638991134953,3.41459458510725,14.6576960411863,0.00047772684801182,0.122176767750838,"up"
"ENSG00000108622","ICAM2",3384,"ENSG00000108622","ICAM2",0.373772187729832,6.3871953987253,14.6088098408413,0.000486686428601578,0.122176767750838,"up"
"ENSG00000118113","MMP8",4317,"ENSG00000118113","MMP8",-1.9931170946861,3.10322290917523,14.5973508391074,0.000488812224219965,0.122176767750838,"down"
"ENSG00000105640","RPL18A",6142,"ENSG00000105640","RPL18A",0.463709215736894,4.31083385970897,14.5685254988817,0.000494203336734229,0.122176767750838,"up"
"ENSG00000204219","TCEA3",6920,"ENSG00000204219","TCEA3",0.645840600845016,3.26644738592704,14.5489168488784,0.000497906672200266,0.122176767750838,"up"
"ENSG00000172780","RAB43",339122,"ENSG00000172780","RAB43",-0.686688034279165,1.68331579844305,14.5314153405632,0.000501236893249852,0.122176767750838,"down"
"ENSG00000184428","TOP1MT",116447,"ENSG00000184428","TOP1MT",0.392189662168931,3.86790097652165,14.5113540969853,0.000505083247798576,0.122176767750838,"up"
"ENSG00000105321","CCDC9",26093,"ENSG00000105321","CCDC9",-0.434170984875742,3.99261648520788,14.5082018139305,0.000505690475508606,0.122176767750838,"down"
"ENSG00000189343","RPS2P46",125208,"ENSG00000189343","RPS2P46",0.399378419781672,6.70716110861288,14.3775164621438,0.000531558128485287,0.122176767750838,"up"
"ENSG00000177600","RPLP2",6181,"ENSG00000177600","RPLP2",0.706451037987138,7.66467635856294,14.3244687895956,0.00054245527534437,0.122176767750838,"up"
"ENSG00000253716","MINCR",100507316,"ENSG00000253716","MINCR",0.554771298138273,1.82054507242248,14.3089647542011,0.000545684675728498,0.122176767750838,"up"
"ENSG00000115268","RPS15",6209,"ENSG00000115268","RPS15",0.460648639557521,7.12932369452096,14.3025598077195,0.000547024731993905,0.122176767750838,"up"
"ENSG00000142185","TRPM2",7226,"ENSG00000142185","TRPM2",-0.658152779958051,3.36395562493659,14.2766082069609,0.000552490188476052,0.122176767750838,"down"
"ENSG00000184730","APOBR",55911,"ENSG00000184730","APOBR",-0.709071400682698,6.69394551523331,14.2707443793713,0.00055373312109825,0.122176767750838,"down"
"ENSG00000235207","TUBBP6",442308,"ENSG00000235207","TUBBP6",0.44625497197877,0.773873574438197,14.229609193533,0.000562536154787866,0.122176767750838,"up"
"ENSG00000141384","TAF4B",6875,"ENSG00000141384","TAF4B",0.347955185353702,4.75412209137617,14.2140471038412,0.000565905056662613,0.122176767750838,"up"
"ENSG00000149483","TMEM138",51524,"ENSG00000149483","TMEM138",0.336916265797021,4.95761101565026,14.1254727218101,0.000585491535719729,0.122176767750838,"up"
"ENSG00000211667","IGLV3-12",28802,"ENSG00000211667","IGLV3-12",1.92745053310725,-0.620367251837699,14.0651073395163,0.000599251147046582,0.122176767750838,"up"
"ENSG00000054654","SYNE2",23224,"ENSG00000054654","SYNE2",-0.530568340160129,10.0377654978045,14.0631167686824,0.000599710673593243,0.122176767750838,"down"
"ENSG00000196730","DAPK1",1612,"ENSG00000196730","DAPK1",-0.634041710350758,6.01274905699072,14.0610680878798,0.000600184005077601,0.122176767750838,"down"
"ENSG00000251791","SCARNA6",677772,"ENSG00000251791","SCARNA6",0.762972926240799,5.90158944379716,14.0536001731678,0.000601912763991678,0.122176767750838,"up"
"ENSG00000149930","TAOK2",9344,"ENSG00000149930","TAOK2",-0.297224987798956,5.49624484790828,14.0475492673791,0.000603317369195885,0.122176767750838,"down"
"ENSG00000183091","NEB",4703,"ENSG00000183091","NEB",-0.619848495143102,3.36526442397066,13.9792094345924,0.000619424683848479,0.122176767750838,"down"
"ENSG00000177731","FLII",2314,"ENSG00000177731","FLII",-0.457808205229225,7.99978026392753,13.9667669261308,0.000622406061754058,0.122176767750838,"down"
"ENSG00000160191","PDE9A",5152,"ENSG00000160191","PDE9A",0.647516082520928,2.28910934774851,13.9548778427167,0.000625269050752682,0.122176767750838,"up"
"ENSG00000132470","ITGB4",3691,"ENSG00000132470","ITGB4",-1.04598332454999,0.0897426431525402,13.914652247116,0.000635059709607792,0.122176767750838,"down"
"ENSG00000147403","RPL10",6134,"ENSG00000147403","RPL10",0.501041349900592,7.75746925983935,13.8456548331032,0.000652233753986712,0.122176767750838,"up"
"ENSG00000060069","CTDP1",9150,"ENSG00000060069","CTDP1",-0.440302090497443,4.99904955257393,13.7790313649377,0.000669284890234297,0.122176767750838,"down"
"ENSG00000213553","RPLP0P6",220717,"ENSG00000213553","RPLP0P6",0.55636557484831,7.0976592798804,13.7728734964784,0.000670884585084413,0.122176767750838,"up"
"ENSG00000115687","PASK",23178,"ENSG00000115687","PASK",0.525829207880029,5.89614072295481,13.7540735812253,0.000675793575269503,0.122176767750838,"up"
"ENSG00000239839","DEFA3",1668,"ENSG00000239839","DEFA3",-2.5385236708559,2.93749622793143,13.7227051148544,0.000684069437359607,0.122176767750838,"down"
"ENSG00000227508","LINC01624",401289,"ENSG00000227508","LINC01624",0.619610955237713,0.230877586846867,13.7094956374422,0.000687586559872301,0.122176767750838,"up"
"ENSG00000116793","PHTF1",10745,"ENSG00000116793","PHTF1",-0.498258870612892,5.11318248117454,13.6200698373875,0.000711907048040501,0.122176767750838,"down"
"ENSG00000228929","RPS13P2",729236,"ENSG00000228929","RPS13P2",0.543335750532053,6.4146259223504,13.5860015767371,0.000721410920868128,0.122176767750838,"up"
"ENSG00000164066","INTU",27152,"ENSG00000164066","INTU",-0.775318550718113,-0.0698030606636531,13.5601405290288,0.000728715077400861,0.122176767750838,"down"
"ENSG00000184752","NDUFA12",55967,"ENSG00000184752","NDUFA12",0.485958208292997,5.10345519479549,13.523207634016,0.000739282659954643,0.122176767750838,"up"
"ENSG00000214541","RPS4XP3",128580,"ENSG00000214541","RPS4XP3",0.688628323177037,0.262321625029937,13.5024272014227,0.000745299905110908,0.122176767750838,"up"
"ENSG00000257704","INAFM1",255783,"ENSG00000257704","INAFM1",-0.559692934477603,1.85340196027313,13.4912636707165,0.000748553882325705,0.122176767750838,"down"
"ENSG00000176928","GCNT4",51301,"ENSG00000176928","GCNT4",0.538192533984374,5.83397520785998,13.4161541079583,0.000770842615175956,0.122176767750838,"up"
"ENSG00000068366","ACSL4",2182,"ENSG00000068366","ACSL4",-0.615333279450702,7.99428332497376,13.4119483819841,0.000772111298313249,0.122176767750838,"down"
"ENSG00000105397","TYK2",7297,"ENSG00000105397","TYK2",-0.409981504040772,7.96180690119084,13.3784380991305,0.000782299367087082,0.122176767750838,"down"
"ENSG00000185155","MIXL1",83881,"ENSG00000185155","MIXL1",1.50475047986464,-1.8536165335695,13.3722686795924,0.000784190539172742,0.122176767750838,"up"
"ENSG00000125810","CD93",22918,"ENSG00000125810","CD93",-0.748047703113826,8.9537193867364,13.3602745461804,0.000787881111629021,0.122176767750838,"down"
"ENSG00000278709","NKILA",105416157,"ENSG00000278709","NKILA",0.753438555271182,-0.0088148175121627,13.3359135104592,0.000795433794787283,0.122176767750838,"up"
"ENSG00000114779","ABHD14B",84836,"ENSG00000114779","ABHD14B",0.357167418467591,3.73563233622916,13.3216569452311,0.000799889372084567,0.122176767750838,"up"
"ENSG00000196924","FLNA",2316,"ENSG00000196924","FLNA",-0.535589473869838,10.4629840801259,13.3211519207982,0.000800047691187066,0.122176767750838,"down"
"ENSG00000065613","SLK",9748,"ENSG00000065613","SLK",-0.396529236603334,7.84265501248316,13.263701611829,0.000818276497120917,0.122176767750838,"down"
"ENSG00000140743","CDR2",1039,"ENSG00000140743","CDR2",0.406670737288948,5.65330444283226,13.2453977508538,0.000824176412526749,0.122176767750838,"up"
"ENSG00000138670","RASGEF1B",153020,"ENSG00000138670","RASGEF1B",0.440049660221759,4.98558017686157,13.2361981335854,0.000827158768690949,0.122176767750838,"up"
"ENSG00000134313","KIDINS220",57498,"ENSG00000134313","KIDINS220",-0.428829129366652,8.3162448590815,13.2348821700491,0.000827586316431073,0.122176767750838,"down"
"ENSG00000064999","ANKS1A",23294,"ENSG00000064999","ANKS1A",-0.452172383957846,5.26521218701177,13.2320578566634,0.000828504708759557,0.122176767750838,"down"
"ENSG00000197756","RPL37A",6168,"ENSG00000197756","RPL37A",0.449125296447998,8.99571453168709,13.2274825322809,0.000829994779238489,0.122176767750838,"up"
"ENSG00000116991","SIPA1L2",57568,"ENSG00000116991","SIPA1L2",-1.07386688913163,6.53176289868456,13.2188894717981,0.000832801017775251,0.122176767750838,"down"
"ENSG00000072778","ACADVL",37,"ENSG00000072778","ACADVL",-0.279923301790336,6.79073315484135,13.1607252345957,0.000852062412254587,0.122176767750838,"down"
"ENSG00000211776","TRAV2",28691,"ENSG00000211776","TRAV2",0.601909495908824,1.09360714581579,13.1577816943312,0.000853049662537345,0.122176767750838,"up"
"ENSG00000128050","PAICS",10606,"ENSG00000128050","PAICS",0.384704378596159,4.61236035265613,13.1084093045832,0.000869791115939798,0.122176767750838,"up"
"ENSG00000174444","RPL4",6124,"ENSG00000174444","RPL4",0.520281057450879,8.95444088814803,13.0971575985574,0.000873654967629963,0.122176767750838,"up"
"ENSG00000116017","ARID3A",1820,"ENSG00000116017","ARID3A",-0.697259142632044,5.9572787520634,12.9443837951011,0.000927959121598095,0.122176767750838,"down"
"ENSG00000244575","IGKV1-27",28935,"ENSG00000244575","IGKV1-27",1.06542831864172,0.0487198376058543,12.8825536981516,0.000950945185463869,0.122176767750838,"up"
"ENSG00000144668","ITGA9",3680,"ENSG00000144668","ITGA9",-1.07256008641318,1.3896527504809,12.8550974327872,0.000961345430092104,0.122176767750838,"down"
"ENSG00000100084","HIRA",7290,"ENSG00000100084","HIRA",-0.32937137722467,3.99971560413447,12.8526022056064,0.000962296571126063,0.122176767750838,"down"
"ENSG00000197647","ZNF433",163059,"ENSG00000197647","ZNF433",0.511479861062551,0.87689444988895,12.797434178244,0.000983582937233056,0.122176767750838,"up"
"ENSG00000205903","ZNF316",100131017,"ENSG00000205903","ZNF316",-0.304769923252467,5.33718765543425,12.7931441252524,0.000985259050636405,0.122176767750838,"down"
"ENSG00000178950","GAK",2580,"ENSG00000178950","GAK",-0.357033536149609,6.46051112169008,12.7696853101346,0.000994478127527443,0.122176767750838,"down"
"ENSG00000157637","SLC38A10",124565,"ENSG00000157637","SLC38A10",-0.443125625213918,6.54243141197471,12.7342781948277,0.00100856657248935,0.122176767750838,"down"
"ENSG00000188846","RPL14",9045,"ENSG00000188846","RPL14",0.431619881578182,7.63083140510068,12.7177622292558,0.00101521057312197,0.122176767750838,"up"
"ENSG00000211788","TRAV13-1",28671,"ENSG00000211788","TRAV13-1",0.530645701533451,2.92794185746405,12.7043051245383,0.00102065841125702,0.122176767750838,"up"
"ENSG00000172809","RPL38",6169,"ENSG00000172809","RPL38",0.406463978494505,8.55038172006339,12.6849530272709,0.00102854718667507,0.122176767750838,"up"
"ENSG00000102837","OLFM4",10562,"ENSG00000102837","OLFM4",-1.66069185779493,2.0212423074099,12.6829494169508,0.00102936763713222,0.122176767750838,"down"
"ENSG00000121316","PLBD1",79887,"ENSG00000121316","PLBD1",-0.803748583704987,8.34217578170146,12.6741226172856,0.00103299036931178,0.122176767750838,"down"
"ENSG00000136891","TEX10",54881,"ENSG00000136891","TEX10",0.270904773013476,5.35389157046262,12.6724789914967,0.00103366644661651,0.122176767750838,"up"
"ENSG00000153395","LPCAT1",79888,"ENSG00000153395","LPCAT1",-0.81343658046628,0.335092778317904,12.6560946375245,0.00104043160694737,0.122176767750838,"down"
"ENSG00000203999","LINC01270",284751,"ENSG00000203999","LINC01270",-0.933101039761408,2.49097553291835,12.6524445493192,0.00104194513435186,0.122176767750838,"down"
"ENSG00000104332","SFRP1",6422,"ENSG00000104332","SFRP1",-2.48555345633191,-1.67788450899246,12.6472542720335,0.00104410133501118,0.122176767750838,"down"
"ENSG00000146122","DAAM2",23500,"ENSG00000146122","DAAM2",-2.03718065658135,3.07494738333135,12.6331592392504,0.00104998077829925,0.122176767750838,"down"
"ENSG00000123146","ADGRE5",976,"ENSG00000123146","ADGRE5",-0.724127590395121,8.99164481659647,12.6281775100185,0.00105206719873718,0.122176767750838,"down"
"ENSG00000204628","RACK1",10399,"ENSG00000204628","RACK1",0.411556507927041,10.462765170087,12.6207824481277,0.00105517247794579,0.122176767750838,"up"
"ENSG00000213593","TMX2",51075,"ENSG00000213593","TMX2",0.272204076019033,4.39094753031055,12.5977276616772,0.00106491608402166,0.122176767750838,"up"
"ENSG00000124831","LRRFIP1",9208,"ENSG00000124831","LRRFIP1",-0.435840251646868,8.96739299899357,12.5686265202151,0.00107735163500781,0.122176767750838,"down"
"ENSG00000067900","ROCK1",6093,"ENSG00000067900","ROCK1",-0.333679319859375,8.00336146370295,12.5517329136309,0.00108464128959798,0.122176767750838,"down"
"ENSG00000095209","TMEM38B",55151,"ENSG00000095209","TMEM38B",0.312747233170418,3.74149775057593,12.550385946207,0.00108522476090792,0.122176767750838,"up"
"ENSG00000112701","SENP6",26054,"ENSG00000112701","SENP6",-0.255525800622807,7.94470030861634,12.5183173297733,0.00109921492108162,0.122176767750838,"down"
"ENSG00000050426","LETMD1",25875,"ENSG00000050426","LETMD1",0.258131924395158,5.58092449978825,12.5044760669841,0.00110531231533215,0.122176767750838,"up"
"ENSG00000101444","AHCY",191,"ENSG00000101444","AHCY",0.289212295051368,3.64664458262583,12.5011694999424,0.00110677424164596,0.122176767750838,"up"
"ENSG00000103269","RHBDL1",9028,"ENSG00000103269","RHBDL1",-0.843729438670683,-1.0997400064006,12.4696005924918,0.00112083556013925,0.122176767750838,"down"
"ENSG00000150967","ABCB9",23457,"ENSG00000150967","ABCB9",0.480075659762306,1.60190218278355,12.4634600489752,0.00112359263012654,0.122176767750838,"up"
"ENSG00000151461","UPF2",26019,"ENSG00000151461","UPF2",-0.283117658308501,7.3061279505613,12.4519580273042,0.00112877636970314,0.122176767750838,"down"
"ENSG00000165526","RPUSD4",84881,"ENSG00000165526","RPUSD4",0.374944250864991,4.67560268157129,12.4320233111664,0.00113782079997622,0.122176767750838,"up"
"ENSG00000171425","ZNF581",51545,"ENSG00000171425","ZNF581",0.387522912099371,2.82248378372662,12.4279866282701,0.00113966160395615,0.122176767750838,"up"
"ENSG00000133275","CSNK1G2",1455,"ENSG00000133275","CSNK1G2",-0.354646731931588,6.81610264094723,12.4218816385337,0.00114245160535243,0.122176767750838,"down"
"ENSG00000168710","AHCYL1",10768,"ENSG00000168710","AHCYL1",-0.236077823997728,6.52920324552698,12.4131440042049,0.00114645735956777,0.122176767750838,"down"
"ENSG00000130402","ACTN4",81,"ENSG00000130402","ACTN4",-0.579957864382691,7.46651688772607,12.3983381774779,0.00115327915239626,0.122176767750838,"down"
"ENSG00000244256","RN7SL130P",106479269,"ENSG00000244256","RN7SL130P",-0.63263199510686,-0.464059109499432,12.3903746000853,0.00115696619014774,0.122176767750838,"down"
"ENSG00000171453","POLR1C",9533,"ENSG00000171453","POLR1C",0.374517497502821,3.97245589968655,12.3854813733363,0.00115923790029733,0.122176767750838,"up"
"ENSG00000108819","PPP1R9B",84687,"ENSG00000108819","PPP1R9B",-0.33453342785247,6.50137851463732,12.3573998106122,0.00117236685731002,0.122176767750838,"down"
"ENSG00000147457","CHMP7",91782,"ENSG00000147457","CHMP7",0.334391825215686,7.61814806356027,12.3398104339794,0.00118067076352806,0.122176767750838,"up"
"ENSG00000116157","GPX7",2882,"ENSG00000116157","GPX7",0.502521298594522,3.6801941439724,12.338903182817,0.00118110076520687,0.122176767750838,"up"
"ENSG00000172005","MAL",4118,"ENSG00000172005","MAL",0.523935658139042,5.25211316182416,12.3153796305976,0.00119230827025601,0.122176767750838,"up"
"ENSG00000173848","NET1",10276,"ENSG00000173848","NET1",0.409702053293848,4.37431780483247,12.2919995535121,0.00120355938905168,0.122176767750838,"up"
"ENSG00000144909","OSBPL11",114885,"ENSG00000144909","OSBPL11",-0.427230788353387,6.97568516672767,12.2577841661907,0.00122022844364023,0.122176767750838,"down"
"ENSG00000137054","POLR1E",64425,"ENSG00000137054","POLR1E",0.416177914327389,4.69229279827494,12.2563427098428,0.00122093605264253,0.122176767750838,"up"
"ENSG00000185963","BICD2",23299,"ENSG00000185963","BICD2",-0.402352475247137,7.32065335363916,12.2548149058651,0.00122168652534253,0.122176767750838,"down"
"ENSG00000153207","AHCTF1",25909,"ENSG00000153207","AHCTF1",-0.554351403663584,7.1785823279994,12.2348403437058,0.00123154343192772,0.122176767750838,"down"
"ENSG00000211664","IGLV2-18",28814,"ENSG00000211664","IGLV2-18",2.04752932586047,0.443365290167126,12.2123834395387,0.00124272625695377,0.122176767750838,"up"
"ENSG00000124469","CEACAM8",1088,"ENSG00000124469","CEACAM8",-1.48598244910374,2.66028381941807,12.2054838618721,0.00124618364628318,0.122176767750838,"down"
"ENSG00000166881","NEMP1",23306,"ENSG00000166881","NEMP1",0.274398341935998,5.32192365871709,12.1665751887017,0.00126587305723808,0.122176767750838,"up"
"ENSG00000165633","VSTM4",196740,"ENSG00000165633","VSTM4",-2.1341598663961,-0.650877868466993,12.1511798466142,0.00127375474168641,0.122176767750838,"down"
"ENSG00000112357","PEX7",5191,"ENSG00000112357","PEX7",0.330043387466983,1.95558026665875,12.1486073481493,0.00127507681342744,0.122176767750838,"up"
"ENSG00000136111","TBC1D4",9882,"ENSG00000136111","TBC1D4",0.435837506035627,6.7771757872398,12.1407749801532,0.00127911104670736,0.122176767750838,"up"
"ENSG00000167657","DAPK3",1613,"ENSG00000167657","DAPK3",-0.355832814223609,4.72561526282113,12.1344690570818,0.00128236890232316,0.122176767750838,"down"
"ENSG00000100804","PSMB5",5693,"ENSG00000100804","PSMB5",0.305227444180024,4.44079674054434,12.1242700640664,0.00128765672013943,0.122176767750838,"up"
"ENSG00000279800","BCLAF1P2",731605,"ENSG00000279800","BCLAF1P2",-0.282347919321839,4.24289916216429,12.0954971872161,0.00130269966007391,0.122176767750838,"down"
"ENSG00000278249","SCARNA2",677766,"ENSG00000278249","SCARNA2",0.638482832924562,9.09512648540597,12.0947031912162,0.00130311741183866,0.122176767750838,"up"
"ENSG00000160185","UBASH3A",53347,"ENSG00000160185","UBASH3A",0.428819819951035,5.6457721463176,12.0694990832024,0.00131645248970716,0.122176767750838,"up"
"ENSG00000100577","GSTZ1",2954,"ENSG00000100577","GSTZ1",0.309619995579187,3.50209400634663,12.0643100725238,0.00131921586029573,0.122176767750838,"up"
"ENSG00000165637","VDAC2",7417,"ENSG00000165637","VDAC2",0.248324051186523,2.98628400314056,12.0535532387727,0.00132496398083807,0.122176767750838,"up"
"ENSG00000196663","TECPR2",9895,"ENSG00000196663","TECPR2",-0.73850039704421,7.41154905777192,12.0441222413619,0.00133002550567295,0.122176767750838,"down"
"ENSG00000165813","CCDC186",55088,"ENSG00000165813","CCDC186",-0.298856233703101,7.07324191711906,12.0174132442246,0.00134447174135049,0.122176767750838,"down"
"ENSG00000100504","PYGL",5836,"ENSG00000100504","PYGL",-0.870646704131265,9.07267328832409,12.0137167345888,0.00134648418606307,0.122176767750838,"down"
"ENSG00000211779","TRAV5",28688,"ENSG00000211779","TRAV5",0.560655048366211,1.11112649983971,12.0132884328612,0.00134671756782492,0.122176767750838,"up"
"ENSG00000106070","GRB10",2887,"ENSG00000106070","GRB10",-0.617068734152072,3.28248640319173,11.9535613574442,0.00137968753078954,0.12258943992737,"down"
"ENSG00000012779","ALOX5",240,"ENSG00000012779","ALOX5",-6.55549288887584,-1.36878547759155,14.1776769044856,0.00138674113676002,0.12258943992737,"down"
"ENSG00000054267","ARID4B",51742,"ENSG00000054267","ARID4B",-0.294720278897651,7.95060724606018,11.915599145165,0.00140108799235423,0.12258943992737,"down"
